"1","Hermès","RMS.PA","280199298997","2649.91","France"
"2","LVMH","MC.PA","267870764738","538.264","France"
"8","Dior","CDI.PA","90328753671","499.316","France"
"12","Kering","KER.PA","24491859699","197.674","France"
"94","SMCP S.A.","SMCP.PA","333043502","4.23507","France"
